id,subject,body,sender,label,main_principle
272,ВОЗМОЖНА потеря доступа к сервису!!!,Ваш пароль считается скомпрометированным. Без немедленной проверки доступ к сервисам будет отключён. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,security-alert@verify-now.help,1,Fear
251,Нужна небольшая услуга,В знак взаимной поддержки выполните простой шаг и перешлите одноразовый код. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Reciprocity
6,Напоминание о дедлайне,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней. Ссылка для входа: https://portal.university.kz.,group.curator@university.kz,0,None
192,Ограниченное окно верификации,Это последнее ограниченное предложение. После окончания времени ссылка станет недоступна.,rector.office@fast-approve.site,1,Scarcity
268,Подарочный сертификат ожидает вас,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!",helpdesk@secure-portal-login.xyz,1,Greed
219,Распоряжение финансового отдела,Служба безопасности требует незамедлительно подтвердить логин и пароль для аудита.,finance@urgent-wallet.net,1,Authority
262,Бонус ДОСТУПЕН только сегодня!!!,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода. ОТВЕТ НУЖЕН СЕЙЧАС!!!",helpdesk@secure-portal-login.xyz,1,Greed
183,Запрос от руководителя проекта,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Authority
236,Риск удаления данных,Ваш пароль считается скомпрометированным. Без немедленной проверки доступ к сервисам будет отключён. Перейдите по ссылке: http://fast-check.help/confirm.,security-alert@verify-now.help,1,Fear
233,Подтвердите помощь отделу,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!",boss-request@instant-action.click,1,Reciprocity
49,Встреча команды,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект. Ссылка для входа: https://intra.company.local.",teacher.portal@edu.kz,0,None
190,Подарочный сертификат ожидает вас,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!",boss-request@instant-action.click,1,Greed
226,Получите денежное вознаграждение,Вы выбраны для срочного вознаграждения. Подтвердите личные данные ради мгновенного бонуса. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Greed
84,Изменения в графике,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",teacher.portal@edu.kz,0,None
199,Последнее предупреждение по доступу,"Это срочное распоряжение. Нужен быстрый ответ без задержек, иначе последуют ограничения. Перейдите по ссылке: https://bonus-wallet.biz/claim.",finance@urgent-wallet.net,1,Urgency
174,Последний шанс сохранить доступ,Окно подтверждения скоро закроется. Только первые пользователи сохранят доступ без штрафа. Перейдите по ссылке: http://secure-reset.top/auth.,admin@access-reset-now.top,1,Scarcity
108,Подтверждение заявки,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",registrar@university.kz,0,None
253,СРОЧНО: подтвердите аккаунт за 10 минут,"У вас осталось 15 минут. Если не ответите немедленно, система автоматически заблокирует вашу учётную запись. Перейдите по ссылке: http://verify-account-now.xyz/login.",bonus@reward-center.biz,1,Urgency
99,Проверка доступа к порталу,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь. Ссылка для входа: https://intra.company.local.,news@studentlife.kz,0,None
213,Поручение от ректора,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: https://bonus-wallet.biz/claim.,finance@urgent-wallet.net,1,Authority
13,Встреча команды,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",group.curator@university.kz,0,None
25,Изменения в графике,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",news@studentlife.kz,0,None
191,Подтвердите помощь отделу,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. ОТВЕТ НУЖЕН СЕЙЧАС!!!",boss-request@instant-action.click,1,Reciprocity
287,Нужна небольшая услуга,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. Перейдите по ссылке: http://secure-reset.top/auth.",helpdesk@secure-portal-login.xyz,1,Reciprocity
263,Подтвердите помощь отделу,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. ОТВЕТ НУЖЕН СЕЙЧАС!!!",bonus@reward-center.biz,1,Reciprocity
69,Материалы к лекции,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь.,library@university.kz,0,None
32,Напоминание о дедлайне,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору. Ссылка для входа: https://portal.university.kz.",office@department.kz,0,None
120,Напоминание о дедлайне,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,dekanat@university.kz,0,None
62,Подтверждение заявки,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,office@department.kz,0,None
188,Риск удаления данных,"Если не пройти верификацию, возможна блокировка аккаунта и потеря всех документов. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!",boss-request@instant-action.click,1,Fear
28,Встреча команды,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",it_support@campus.kz,0,None
144,Встреча команды,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",news@studentlife.kz,0,None
132,Поздравление,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору. Ссылка для входа: https://lms.edu.kz.",hr@company.local,0,None
95,Материалы к лекции,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",news@studentlife.kz,0,None
291,Запрос от руководителя проекта,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Authority
103,Подтверждение заявки,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете.",registrar@university.kz,0,None
89,Обновление расписания,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",teacher.portal@edu.kz,0,None
82,Отчёт по практике,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете.",teacher.portal@edu.kz,0,None
184,Бонус доступен только сегодня,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода.",bonus@reward-center.biz,1,Greed
81,Напоминание о дедлайне,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней. Ссылка для входа: https://lms.edu.kz.,library@university.kz,0,None
37,Подтверждение заявки,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней.,teacher.portal@edu.kz,0,None
267,Требование службы безопасности,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Authority
88,Обновление расписания,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет. Ссылка для входа: https://portal.university.kz.,registrar@university.kz,0,None
53,Материалы к лекции,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",dekanat@university.kz,0,None
119,Информация о занятиях,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется. Ссылка для входа: https://intra.company.local.",library@university.kz,0,None
285,Требование службы безопасности,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. ОТВЕТ НУЖЕН СЕЙЧАС!!!,admin@access-reset-now.top,1,Authority
220,Бонус доступен только сегодня,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода. ОТВЕТ НУЖЕН СЕЙЧАС!!!",bonus@reward-center.biz,1,Greed
113,Информация о занятиях,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя.,library@university.kz,0,None
260,Возможна потеря доступа к сервису,"Система обнаружила подозрительную активность. Если вы не подтвердите данные, ваши файлы будут удалены. Перейдите по ссылке: http://secure-reset.top/auth.",rector.office@fast-approve.site,1,Fear
16,Проверка доступа к порталу,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,group.curator@university.kz,0,None
277,Срочная проверка учётной записи,"Выполните действие прямо сейчас, иначе доступ будет закрыт уже сегодня. Перейдите по ссылке и подтвердите данные. ОТВЕТ НУЖЕН СЕЙЧАС!!!",rector.office@fast-approve.site,1,Urgency
19,Встреча команды,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,registrar@university.kz,0,None
117,Проверка доступа к порталу,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя. Ссылка для входа: https://portal.university.kz.,teacher.portal@edu.kz,0,None
77,Проверка доступа к порталу,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору. Ссылка для входа: https://portal.university.kz.",practice@eisu.kz,0,None
104,Обновление расписания,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя.,library@university.kz,0,None
176,Риск удаления данных,"Если не пройти верификацию, возможна блокировка аккаунта и потеря всех документов.",admin@access-reset-now.top,1,Fear
208,Вы выиграли премию,Доступна эксклюзивная выплата. Укажите реквизиты прямо сейчас и получите деньги в течение часа. Перейдите по ссылке: http://fast-check.help/confirm.,rector.office@fast-approve.site,1,Greed
207,Распоряжение финансового отдела,Служба безопасности требует незамедлительно подтвердить логин и пароль для аудита. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Authority
63,Подтверждение заявки,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",news@studentlife.kz,0,None
124,Изменения в графике,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет. Ссылка для входа: https://lms.edu.kz.,registrar@university.kz,0,None
254,Возможна потеря доступа к сервису,"Если не пройти верификацию, возможна блокировка аккаунта и потеря всех документов. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!",security-alert@verify-now.help,1,Fear
228,Предложение действует только час,Доступно всего несколько мест на срочную проверку. Заполните форму немедленно. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Scarcity
75,Встреча команды,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,it_support@campus.kz,0,None
140,Обновление расписания,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",office@department.kz,0,None
255,Распоряжение финансового ОТДЕЛА!!!,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: https://bonus-wallet.biz/claim.,boss-request@instant-action.click,1,Authority
128,Отчёт по практике,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект. Ссылка для входа: https://lms.edu.kz.",news@studentlife.kz,0,None
279,Распоряжение финансового отдела,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!,rector.office@fast-approve.site,1,Authority
164,Возможна ПОТЕРЯ доступа к сервису!!!,Ваш пароль считается скомпрометированным. Без немедленной проверки доступ к сервисам будет отключён. Перейдите по ссылке: http://verify-account-now.xyz/login.,security-alert@verify-now.help,1,Fear
290,Ваша учётная запись будет заблокирована,Ваш пароль считается скомпрометированным. Без немедленной проверки доступ к сервисам будет отключён. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,bonus@reward-center.biz,1,Fear
107,Напоминание о дедлайне,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору. Ссылка для входа: https://lms.edu.kz.",practice@eisu.kz,0,None
147,Проверка доступа к порталу,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя.,registrar@university.kz,0,None
197,Подтвердите помощь ОТДЕЛУ!!!,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. Перейдите по ссылке: http://secure-reset.top/auth.",finance@urgent-wallet.net,1,Reciprocity
54,Обновление расписания,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",news@studentlife.kz,0,None
167,Просьба в ответ на ранее оказанную помощь,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции.",support@account-check.info,1,Reciprocity
68,Подтверждение заявки,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",dekanat@university.kz,0,None
148,Подтверждение заявки,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь.,group.curator@university.kz,0,None
198,Предложение действует только ЧАС!!!,Окно подтверждения скоро закроется. Только первые пользователи сохранят доступ без штрафа. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Scarcity
249,ТРЕБОВАНИЕ службы безопасности!!!,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!,finance@urgent-wallet.net,1,Authority
12,Обновление расписания,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект. Ссылка для входа: https://intra.company.local.",news@studentlife.kz,0,None
21,Материалы к лекции,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь.,office@department.kz,0,None
8,Встреча команды,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете. Ссылка для входа: https://portal.university.kz.",office@department.kz,0,None
273,Требование службы безопасности,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: http://verify-account-now.xyz/login.,security-alert@verify-now.help,1,Authority
212,Возможна потеря доступа к сервису,"Система обнаружила подозрительную активность. Если вы не подтвердите данные, ваши файлы будут удалены. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!",finance@urgent-wallet.net,1,Fear
11,Отчёт по практике,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,it_support@campus.kz,0,None
145,Информация о занятиях,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней.,group.curator@university.kz,0,None
216,Последний шанс сохранить доступ,Окно подтверждения скоро закроется. Только первые пользователи сохранят доступ без штрафа. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Scarcity
87,Информация о занятиях,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней.,practice@eisu.kz,0,None
155,Просьба в ответ на ранее оказанную помощь,В знак взаимной поддержки выполните простой шаг и перешлите одноразовый код. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Reciprocity
280,Вы выиграли премию,Доступна эксклюзивная выплата. Укажите реквизиты прямо сейчас и получите деньги в течение часа. Перейдите по ссылке: http://secure-reset.top/auth.,boss-request@instant-action.click,1,Greed
299,Нужна небольшая услуга,В знак взаимной поддержки выполните простой шаг и перешлите одноразовый код. Перейдите по ссылке: https://bonus-wallet.biz/claim.,helpdesk@secure-portal-login.xyz,1,Reciprocity
160,Подарочный сертификат ожидает вас,Доступна эксклюзивная выплата. Укажите реквизиты прямо сейчас и получите деньги в течение часа. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Greed
169,СРОЧНО: подтвердите аккаунт за 10 минут,"Выполните действие прямо сейчас, иначе доступ будет закрыт уже сегодня. Перейдите по ссылке и подтвердите данные.",finance@urgent-wallet.net,1,Urgency
248,Обнаружено НАРУШЕНИЕ безопасности!!!,Ваш пароль считается скомпрометированным. Без немедленной проверки доступ к сервисам будет отключён. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!,finance@urgent-wallet.net,1,Fear
40,Обновление расписания,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет. Ссылка для входа: https://intra.company.local.,dekanat@university.kz,0,None
149,Информация о занятиях,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь. Ссылка для входа: https://lms.edu.kz.,registrar@university.kz,0,None
242,Риск УДАЛЕНИЯ данных!!!,"Система обнаружила подозрительную активность. Если вы не подтвердите данные, ваши файлы будут удалены. ОТВЕТ НУЖЕН СЕЙЧАС!!!",finance@urgent-wallet.net,1,Fear
152,Риск удаления данных,"Если не пройти верификацию, возможна блокировка аккаунта и потеря всех документов. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!",security-alert@verify-now.help,1,Fear
44,Поздравление,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет. Ссылка для входа: https://intra.company.local.,hr@company.local,0,None
165,Требование СЛУЖБЫ безопасности!!!,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. Перейдите по ссылке: http://fast-check.help/confirm.,rector.office@fast-approve.site,1,Authority
259,Немедленно ответьте на запрос руководства,"У вас осталось 15 минут. Если не ответите немедленно, система автоматически заблокирует вашу учётную запись. Перейдите по ссылке: http://fast-check.help/confirm.",rector.office@fast-approve.site,1,Urgency
24,Информация о занятиях,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",library@university.kz,0,None
137,Встреча команды,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",office@department.kz,0,None
158,Риск удаления данных,"Система обнаружила подозрительную активность. Если вы не подтвердите данные, ваши файлы будут удалены. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!",bonus@reward-center.biz,1,Fear
78,Проверка доступа к порталу,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",registrar@university.kz,0,None
161,Мы уже помогли вам — ответьте взаимностью,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!",admin@access-reset-now.top,1,Reciprocity
297,ЗАПРОС от руководителя проекта!!!,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,bonus@reward-center.biz,1,Authority
141,Обновление расписания,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",it_support@campus.kz,0,None
101,Изменения в графике,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется.",office@department.kz,0,None
129,Напоминание о дедлайне,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",it_support@campus.kz,0,None
41,Материалы к лекции,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет. Ссылка для входа: https://portal.university.kz.,office@department.kz,0,None
146,Поздравление,"Коллеги, прикрепляем материалы к лекции и план работ на неделю. Никаких срочных действий не требуется. Ссылка для входа: https://intra.company.local.",news@studentlife.kz,0,None
178,Вы выиграли премию,Вы выбраны для срочного вознаграждения. Подтвердите личные данные ради мгновенного бонуса. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Greed
116,Напоминание о дедлайне,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя. Ссылка для входа: https://portal.university.kz.,registrar@university.kz,0,None
166,Подарочный сертификат ожидает вас,Вы выбраны для срочного вознаграждения. Подтвердите личные данные ради мгновенного бонуса. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!,boss-request@instant-action.click,1,Greed
83,Информация о занятиях,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете.",hr@company.local,0,None
85,Напоминание о дедлайне,Здравствуйте! Ваша заявка принята и будет обработана в течение двух рабочих дней. Ссылка для входа: https://lms.edu.kz.,practice@eisu.kz,0,None
156,Осталось 2 места на подтверждение,Это последнее ограниченное предложение. После окончания времени ссылка станет недоступна. Перейдите по ссылке: http://fast-check.help/confirm. ОТВЕТ НУЖЕН СЕЙЧАС!!!,support@account-check.info,1,Scarcity
79,Изменения в графике,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору. Ссылка для входа: https://intra.company.local.",dekanat@university.kz,0,None
266,Обнаружено НАРУШЕНИЕ безопасности!!!,"Если не пройти верификацию, возможна блокировка аккаунта и потеря всех документов. Перейдите по ссылке: https://bonus-wallet.biz/claim.",boss-request@instant-action.click,1,Fear
64,Подтверждение заявки,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете. Ссылка для входа: https://intra.company.local.",it_support@campus.kz,0,None
29,Поздравление,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",it_support@campus.kz,0,None
258,Последний шанс сохранить доступ,Окно подтверждения скоро закроется. Только первые пользователи сохранят доступ без штрафа. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,helpdesk@secure-portal-login.xyz,1,Scarcity
222,Предложение действует только час,Доступно всего несколько мест на срочную проверку. Заполните форму немедленно. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,security-alert@verify-now.help,1,Scarcity
293,Просьба в ответ на ранее оказанную помощь,"Мы уже подготовили для вас документы, поэтому просим в ответ сообщить код из SMS для завершения операции. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!",finance@urgent-wallet.net,1,Reciprocity
94,Встреча команды,"Сообщаем, что расписание на следующую неделю обновлено. Проверьте время занятий в личном кабинете.",news@studentlife.kz,0,None
66,Проверка доступа к порталу,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя.,group.curator@university.kz,0,None
177,Требование службы безопасности,Служба безопасности требует незамедлительно подтвердить логин и пароль для аудита. Перейдите по ссылке: http://secure-reset.top/auth.,helpdesk@secure-portal-login.xyz,1,Authority
265,Немедленно ответьте на запрос руководства,"Выполните действие прямо сейчас, иначе доступ будет закрыт уже сегодня. Перейдите по ссылке и подтвердите данные.",finance@urgent-wallet.net,1,Urgency
239,Мы уже помогли вам — ответьте взаимностью,"Коллеги помогли вам раньше, теперь нужна небольшая услуга: отправьте подтверждение входа. Перейдите по ссылке: http://secure-reset.top/auth.",boss-request@instant-action.click,1,Reciprocity
231,Требование службы безопасности,По распоряжению руководства отправьте код подтверждения ответным письмом. Это обязательная проверка. Перейдите по ссылке: https://bonus-wallet.biz/claim.,security-alert@verify-now.help,1,Authority
298,Подарочный сертификат ожидает вас,"Поздравляем! Вам начислен бонус. Чтобы получить награду, подтвердите карту и пароль для перевода.",boss-request@instant-action.click,1,Greed
163,Немедленно ответьте на запрос руководства,"Это срочное распоряжение. Нужен быстрый ответ без задержек, иначе последуют ограничения. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!",admin@access-reset-now.top,1,Urgency
65,Встреча команды,Уважаемый студент! Доступ к учебному порталу работает штатно. Для смены пароля используйте внутренний кабинет.,it_support@campus.kz,0,None
38,Обновление расписания,Добрый день! Просим подтвердить участие во встрече команды до пятницы через корпоративный календарь.,news@studentlife.kz,0,None
210,ОГРАНИЧЕННОЕ окно верификации!!!,Доступно всего несколько мест на срочную проверку. Заполните форму немедленно. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!,bonus@reward-center.biz,1,Scarcity
211,Последнее предупреждение по доступу,"Это срочное распоряжение. Нужен быстрый ответ без задержек, иначе последуют ограничения. Перейдите по ссылке: http://secure-reset.top/auth.",support@account-check.info,1,Urgency
270,ПРЕДЛОЖЕНИЕ действует только час!!!,Доступно всего несколько мест на срочную проверку. Заполните форму немедленно. Перейдите по ссылке: https://bonus-wallet.biz/claim.,security-alert@verify-now.help,1,Scarcity
246,ПОСЛЕДНИЙ шанс сохранить доступ!!!,Окно подтверждения скоро закроется. Только первые пользователи сохранят доступ без штрафа.,boss-request@instant-action.click,1,Scarcity
204,Предложение действует только час,Это последнее ограниченное предложение. После окончания времени ссылка станет недоступна.,rector.office@fast-approve.site,1,Scarcity
159,Требование СЛУЖБЫ безопасности!!!,Ректор просит без обсуждений выполнить инструкцию и переслать данные доступа. Перейдите по ссылке: http://secure-reset.top/auth. ОТВЕТ НУЖЕН СЕЙЧАС!!!,finance@urgent-wallet.net,1,Authority
34,Подтверждение заявки,"Добрый день! Напоминаем, что завтра в 10:00 состоится занятие в аудитории 302. Возьмите, пожалуйста, конспект.",dekanat@university.kz,0,None
45,Подтверждение заявки,Поздравляем! Вы успешно завершили модуль. Сертификат будет доступен в системе после проверки преподавателя.,teacher.portal@edu.kz,0,None
67,Информация о занятиях,"Здравствуйте! Просим до конца недели загрузить обычный отчёт в портал. Если возникнут вопросы, обратитесь к куратору.",registrar@university.kz,0,None
283,Срочная проверка учётной записи,"Это срочное распоряжение. Нужен быстрый ответ без задержек, иначе последуют ограничения. ОТВЕТ НУЖЕН СЕЙЧАС!!!",finance@urgent-wallet.net,1,Urgency
240,Предложение действует только час,Это последнее ограниченное предложение. После окончания времени ссылка станет недоступна. Перейдите по ссылке: http://verify-account-now.xyz/login. ОТВЕТ НУЖЕН СЕЙЧАС!!!,rector.office@fast-approve.site,1,Scarcity
189,Распоряжение финансового отдела,Служба безопасности требует незамедлительно подтвердить логин и пароль для аудита. Перейдите по ссылке: https://bonus-wallet.biz/claim.,security-alert@verify-now.help,1,Authority
294,Осталось 2 места на подтверждение,Это последнее ограниченное предложение. После окончания времени ссылка станет недоступна. Перейдите по ссылке: https://bonus-wallet.biz/claim. ОТВЕТ НУЖЕН СЕЙЧАС!!!,finance@urgent-wallet.net,1,Scarcity
